TransactionID,CustomerID,TransactionDate,ProductID,Amount,StoreID,PaymentMethod
TXN00000075,CUST000015,2024-12-31 03:43:01,PROD0081,226.4,STORE020,DEBIT
TXN00000076,CUST000015,2024-11-15 00:47:19,PROD0039,246.67,STORE014,MOBILE
TXN00000077,CUST000015,2025-01-06 19:58:52,PROD0037,321.57,STORE015,MOBILE
TXN00000078,CUST000015,2024-11-05 23:22:01,PROD0023,295.32,STORE012,MOBILE
TXN00000079,CUST000015,2024-07-03 00:13:58,PROD0027,166.92,STORE002,CREDIT
TXN00000080,CUST000015,2024-05-18 00:38:46,PROD0045,305.96,STORE006,MOBILE
TXN00000081,CUST000015,2025-04-28 19:20:15,PROD0059,103.27,STORE014,CASH
TXN00000082,CUST000016,2025-03-13 21:55:05,PROD0053,47.57,STORE016,DEBIT
TXN00000083,CUST000016,2024-06-13 10:43:30,PROD0017,183.03,STORE002,CASH
TXN00000084,CUST000016,2024-12-18 15:17:44,PROD0091,157.78,STORE011,CASH
TXN00000085,CUST000016,2025-02-20 07:02:57,PROD0081,427.38,STORE011,CASH
TXN00000086,CUST000017,2025-04-01 03:30:18,PROD0001,345.77,STORE005,DEBIT
TXN00000087,CUST000017,2024-06-02 08:16:39,PROD0018,154.71,STORE002,DEBIT
TXN00000088,CUST000017,2024-06-27 00:30:09,PROD0035,395.69,STORE005,MOBILE
TXN00000089,CUST000017,2024-09-29 21:35:34,PROD0091,71.47,STORE012,CREDIT
TXN00000090,CUST000017,2024-12-15 18:10:20,PROD0026,123.83,STORE005,MOBILE
TXN00000091,CUST000017,2024-06-08 22:17:36,PROD0100,162.52,STORE015,CREDIT
TXN00000092,CUST000017,2025-01-18 16:34:52,PROD0027,202.64,STORE007,CASH
TXN00000093,CUST000017,2025-02-09 04:46:08,PROD0072,278.85,STORE007,CASH
TXN00000094,CUST000017,2024-10-19 19:37:00,PROD0027,271.09,STORE002,MOBILE
TXN00000095,CUST000018,2025-03-15 15:14:46,PROD0085,491.69,STORE001,CREDIT
TXN00000096,CUST000018,2024-09-28 16:28:36,PROD0048,205.93,STORE018,CREDIT
TXN00000097,CUST000018,2025-03-09 22:28:01,PROD0031,369.88,STORE004,CREDIT
TXN00000098,CUST000018,2024-09-26 05:36:38,PROD0032,99.65,STORE019,MOBILE
TXN00000099,CUST000019,2024-10-03 13:21:46,PROD0087,194.53,STORE003,CREDIT
TXN00000100,CUST000019,2024-09-24 09:50:33,PROD0048,260.33,STORE003,MOBILE
TXN00000101,CUST000019,2025-01-23 20:08:32,PROD0023,341.22,STORE009,MOBILE
TXN00000102,CUST000019,2025-03-28 00:24:21,PROD0079,340.86,STORE003,CREDIT
TXN00000103,CUST000020,2024-06-05 02:35:38,PROD0082,193.67,STORE012,MOBILE
TXN00000104,CUST000020,2024-12-11 02:17:24,PROD0089,344.99,STORE019,MOBILE
TXN00000105,CUST000020,2025-03-10 17:06:12,PROD0075,308.67,STORE005,CASH
TXN00000106,CUST000020,2025-01-17 07:41:59,PROD0079,146.67,STORE012,CASH
TXN00000107,CUST000021,2024-08-03 04:05:28,PROD0022,446.44,STORE020,CASH
TXN00000108,CUST000021,2024-09-19 17:51:36,PROD0081,398.98,STORE012,CASH
TXN00000109,CUST000021,2025-03-29 05:01:36,PROD0075,487.33,STORE004,MOBILE
TXN00000110,CUST000022,2024-07-27 12:07:16,PROD0076,281.44,STORE003,DEBIT
TXN00000111,CUST000022,2025-04-22 22:13:11,PROD0098,381.95,STORE018,CASH
TXN00000112,CUST000022,2024-09-29 17:42:32,PROD0047,497.48,STORE007,DEBIT
TXN00000113,CUST000022,2024-11-15 15:24:52,PROD0025,332.88,STORE013,CREDIT
TXN00000114,CUST000022,2025-01-23 04:48:33,PROD0061,405.63,STORE010,CREDIT
TXN00000115,CUST000023,2025-01-13 08:46:17,PROD0027,202.97,STORE003,MOBILE
TXN00000116,CUST000023,2024-12-11 06:15:42,PROD0004,412.19,STORE012,MOBILE
TXN00000117,CUST000023,2025-03-22 09:36:45,PROD0090,499.13,STORE006,DEBIT
TXN00000118,CUST000024,2024-12-29 11:36:00,PROD0031,69.59,STORE015,CREDIT
TXN00000119,CUST000024,2025-04-09 04:04:12,PROD0086,285.64,STORE015,DEBIT
TXN00000120,CUST000024,2025-01-02 13:54:02,PROD0073,30.78,STORE014,CREDIT
TXN00000121,CUST000024,2024-12-10 07:16:26,PROD0041,103.68,STORE008,DEBIT
TXN00000122,CUST000024,2024-05-30 10:46:26,PROD0089,329.49,STORE004,DEBIT
TXN00000123,CUST000024,2025-04-06 09:45:10,PROD0087,480.92,STORE003,CASH
TXN00000124,CUST000024,2024-08-01 09:34:53,PROD0020,444.21,STORE009,MOBILE
TXN00000125,CUST000025,2024-07-31 01:44:42,PROD0040,197.35,STORE009,CASH
TXN00000126,CUST000025,2024-05-27 17:02:19,PROD0091,78.24,STORE008,CREDIT
TXN00000127,CUST000025,2024-12-22 12:03:35,PROD0037,247.63,STORE002,CREDIT
TXN00000128,CUST000025,2024-09-21 21:47:16,PROD0023,434.81,STORE010,CREDIT
TXN00000129,CUST000025,2025-01-02 21:57:57,PROD0043,157.37,STORE009,DEBIT
TXN00000130,CUST000025,2025-03-02 15:33:43,PROD0087,177.4,STORE015,MOBILE
TXN00000131,CUST000025,2025-04-18 11:43:25,PROD0042,156.72,STORE017,MOBILE
TXN00000132,CUST000026,2025-02-26 20:57:11,PROD0026,146.46,STORE016,MOBILE
TXN00000133,CUST000026,2025-03-11 19:03:48,PROD0013,94.77,STORE006,CASH
TXN00000134,CUST000027,2024-09-25 19:30:31,PROD0015,246.19,STORE019,CASH
TXN00000135,CUST000027,2024-05-29 03:35:23,PROD0068,416.53,STORE019,CASH
TXN00000136,CUST000027,2025-02-14 13:39:04,PROD0019,64.37,STORE005,MOBILE
TXN00000137,CUST000027,2025-05-07 23:01:00,PROD0073,461.55,STORE020,DEBIT
TXN00000138,CUST000027,2024-10-25 17:02:52,PROD0057,134.4,STORE019,CASH
TXN00000139,CUST000027,2025-04-02 23:41:31,PROD0080,267.55,STORE006,CASH
TXN00000140,CUST000027,2024-12-02 05:35:34,PROD0077,145.72,STORE007,CREDIT
TXN00000141,CUST000027,2024-09-27 08:41:00,PROD0040,416.04,STORE004,DEBIT
TXN00000142,CUST000027,2025-03-09 10:24:17,PROD0051,458.07,STORE010,MOBILE
TXN00000143,CUST000028,2024-06-01 12:04:35,PROD0082,488.06,STORE011,CREDIT
TXN00000144,CUST000028,2024-09-19 02:42:39,PROD0046,426.71,STORE014,CREDIT
TXN00000145,CUST000028,2025-01-18 17:24:13,PROD0046,428.6,STORE020,MOBILE
TXN00000146,CUST000028,2024-06-08 13:42:50,PROD0080,129.76,STORE004,CASH
TXN00000147,CUST000028,2024-11-27 20:55:42,PROD0070,95.84,STORE007,CASH
TXN00000148,CUST000028,2024-09-28 14:52:42,PROD0095,35.27,STORE011,MOBILE
TXN00000149,CUST000028,2024-07-29 02:40:51,PROD0066,256.35,STORE017,CREDIT
TXN00000150,CUST000028,2024-10-05 00:46:39,PROD0096,466.0,STORE001,CASH
TXN00000151,CUST000029,2025-02-05 02:33:09,PROD0071,473.17,STORE016,DEBIT
TXN00000152,CUST000029,2025-01-09 09:13:44,PROD0079,375.25,STORE011,CASH
TXN00000153,CUST000029,2024-12-11 14:41:52,PROD0036,457.76,STORE012,CASH
TXN00000154,CUST000029,2025-02-16 23:31:19,PROD0013,164.26,STORE007,MOBILE
TXN00000155,CUST000029,2024-10-06 04:08:41,PROD0078,409.31,STORE006,CREDIT
TXN00000156,CUST000029,2024-12-07 14:14:08,PROD0089,480.82,STORE002,CASH
TXN00000157,CUST000029,2024-06-15 00:24:25,PROD0026,329.16,STORE018,DEBIT
TXN00000158,CUST000029,2025-01-05 15:23:55,PROD0050,276.3,STORE005,DEBIT
TXN00000159,CUST000029,2025-01-08 06:42:28,PROD0041,259.27,STORE010,CREDIT
TXN00000160,CUST000030,2024-12-24 07:47:17,PROD0023,240.28,STORE004,CREDIT
TXN00000161,CUST000030,2025-02-25 01:07:17,PROD0047,492.07,STORE019,CREDIT
TXN00000162,CUST000031,2025-05-04 04:52:29,PROD0083,476.23,STORE009,DEBIT
TXN00000163,CUST000031,2025-01-28 16:29:49,PROD0008,142.49,STORE018,MOBILE
TXN00000164,CUST000031,2025-04-30 11:47:59,PROD0001,157.29,STORE016,CREDIT
TXN00000165,CUST000031,2025-01-03 13:32:55,PROD0002,120.89,STORE015,CREDIT
TXN00000166,CUST000031,2024-08-19 03:02:27,PROD0024,53.64,STORE004,CASH
TXN00000167,CUST000032,2025-03-21 20:55:46,PROD0025,234.57,STORE018,DEBIT
TXN00000168,CUST000032,2025-01-09 01:44:32,PROD0004,23.93,STORE002,CASH
TXN00000169,CUST000032,2024-12-24 14:23:47,PROD0067,12.54,STORE014,CASH
TXN00000170,CUST000032,2024-07-01 23:11:47,PROD0062,303.54,STORE005,DEBIT
TXN00000171,CUST000032,2024-12-02 00:31:26,PROD0044,233.82,STORE013,MOBILE
TXN00000172,CUST000032,2024-09-10 19:25:38,PROD0028,488.74,STORE004,MOBILE
TXN00000173,CUST000032,2024-12-06 02:40:47,PROD0096,21.94,STORE003,DEBIT
TXN00000174,CUST000033,2025-04-11 20:38:14,PROD0079,77.08,STORE010,DEBIT
TXN00000175,CUST000033,2024-09-26 00:34:45,PROD0097,109.09,STORE014,MOBILE
TXN00000176,CUST000033,2024-05-16 20:50:14,PROD0028,397.26,STORE018,DEBIT
TXN00000177,CUST000033,2024-06-23 06:26:26,PROD0017,389.61,STORE006,CASH
TXN00000178,CUST000034,2024-11-22 07:35:22,PROD0026,403.93,STORE014,MOBILE
TXN00000179,CUST000034,2025-03-13 12:40:53,PROD0037,105.11,STORE001,DEBIT
TXN00000180,CUST000034,2024-05-27 13:28:45,PROD0031,256.31,STORE001,CREDIT
TXN00000181,CUST000035,2024-10-07 01:08:23,PROD0040,15.9,STORE001,MOBILE
TXN00000182,CUST000035,2024-09-10 10:44:33,PROD0007,166.86,STORE019,MOBILE
TXN00000183,CUST000035,2024-10-17 19:46:09,PROD0071,488.87,STORE010,CASH
TXN00000184,CUST000035,2024-12-24 17:08:00,PROD0062,314.49,STORE009,CREDIT
TXN00000185,CUST000035,2024-11-09 05:43:26,PROD0098,60.62,STORE017,MOBILE
TXN00000186,CUST000036,2024-08-16 20:21:47,PROD0080,276.83,STORE001,DEBIT
TXN00000187,CUST000036,2025-03-23 01:18:09,PROD0069,43.62,STORE007,MOBILE
TXN00000188,CUST000036,2025-03-01 07:23:19,PROD0087,303.67,STORE001,CREDIT
TXN00000189,CUST000036,2025-04-02 07:04:25,PROD0074,62.44,STORE003,MOBILE
TXN00000190,CUST000037,2024-06-24 16:09:29,PROD0010,315.2,STORE008,CASH
TXN00000191,CUST000037,2024-11-21 00:32:55,PROD0036,131.88,STORE010,CREDIT
TXN00000192,CUST000037,2024-08-03 21:53:10,PROD0021,76.59,STORE018,CASH
TXN00000193,CUST000037,2024-06-13 23:54:53,PROD0080,238.07,STORE019,MOBILE
TXN00000194,CUST000037,2025-04-13 02:47:11,PROD0010,313.03,STORE007,CREDIT
TXN00000195,CUST000038,2025-01-05 11:13:28,PROD0068,197.59,STORE009,CREDIT
TXN00000196,CUST000039,2024-10-23 07:25:56,PROD0047,303.84,STORE002,CREDIT
TXN00000197,CUST000039,2025-02-13 08:28:25,PROD0061,280.77,STORE020,MOBILE
TXN00000198,CUST000039,2025-03-15 11:48:37,PROD0005,210.25,STORE012,CREDIT
TXN00000199,CUST000039,2024-10-26 17:59:47,PROD0079,416.72,STORE008,DEBIT
TXN00000200,CUST000040,2024-06-17 23:34:49,PROD0093,438.84,STORE017,CASH
TXN00000201,CUST000040,2025-04-03 18:52:18,PROD0015,420.93,STORE018,CREDIT
TXN00000202,CUST000040,2024-11-10 18:34:28,PROD0023,253.29,STORE017,CREDIT
TXN00000203,CUST000040,2024-10-09 08:17:47,PROD0006,240.89,STORE006,DEBIT
TXN00000204,CUST000040,2024-07-19 11:39:37,PROD0073,305.02,STORE009,CASH
TXN00000205,CUST000040,2024-11-15 14:16:36,PROD0085,60.91,STORE006,MOBILE
TXN00000206,CUST000040,2025-03-22 10:52:50,PROD0098,186.36,STORE001,DEBIT
TXN00000207,CUST000041,2025-04-14 20:30:54,PROD0067,347.17,STORE004,MOBILE
TXN00000208,CUST000041,2024-06-30 05:39:40,PROD0065,134.9,STORE001,MOBILE
TXN00000209,CUST000041,2024-06-22 07:52:13,PROD0053,266.04,STORE007,MOBILE
TXN00000210,CUST000041,2025-05-06 15:24:22,PROD0087,290.66,STORE013,CREDIT
TXN00000211,CUST000041,2024-11-16 19:00:29,PROD0093,331.55,STORE001,CASH
TXN00000212,CUST000041,2024-12-27 03:47:52,PROD0062,442.28,STORE001,DEBIT
TXN00000213,CUST000041,2025-01-18 08:13:40,PROD0016,426.04,STORE008,MOBILE
TXN00000214,CUST000041,2024-10-07 08:35:19,PROD0059,291.91,STORE014,MOBILE
TXN00000215,CUST000041,2024-09-30 17:50:40,PROD0008,273.98,STORE002,CREDIT
TXN00000216,CUST000042,2025-03-23 16:10:14,PROD0063,377.18,STORE012,CASH
TXN00000217,CUST000042,2024-12-23 09:15:36,PROD0001,145.64,STORE014,DEBIT
TXN00000218,CUST000042,2024-05-18 02:20:14,PROD0068,283.39,STORE002,CASH
TXN00000219,CUST000042,2024-05-23 16:09:48,PROD0055,217.8,STORE015,DEBIT
TXN00000220,CUST000043,2025-03-11 15:20:29,PROD0023,454.23,STORE017,CASH
TXN00000221,CUST000043,2024-12-12 09:36:39,PROD0003,247.94,STORE010,CREDIT
TXN00000222,CUST000043,2025-02-05 21:47:38,PROD0002,384.12,STORE008,MOBILE
TXN00000223,CUST000043,2024-11-08 02:11:45,PROD0045,361.84,STORE006,MOBILE
TXN00000224,CUST000043,2025-01-24 02:53:07,PROD0005,132.65,STORE017,DEBIT
TXN00000225,CUST000043,2024-09-13 10:54:51,PROD0060,431.19,STORE011,CASH
TXN00000226,CUST000043,2024-09-20 08:11:22,PROD0058,80.49,STORE009,CASH
TXN00000227,CUST000043,2024-09-11 15:26:31,PROD0012,84.46,STORE001,MOBILE
TXN00000228,CUST000043,2024-08-24 22:44:26,PROD0095,30.81,STORE016,MOBILE
TXN00000229,CUST000043,2025-04-20 23:00:22,PROD0060,224.58,STORE010,CASH
TXN00000230,CUST000044,2025-03-25 12:41:39,PROD0049,443.91,STORE009,CREDIT
TXN00000231,CUST000044,2024-11-24 17:32:01,PROD0003,399.58,STORE016,MOBILE
TXN00000232,CUST000044,2024-05-25 04:23:51,PROD0060,434.21,STORE004,DEBIT
TXN00000233,CUST000044,2025-04-12 20:00:29,PROD0017,18.65,STORE017,CASH
TXN00000234,CUST000045,2025-03-01 02:15:05,PROD0013,290.35,STORE015,CREDIT
TXN00000235,CUST000045,2024-12-28 16:39:46,PROD0084,239.3,STORE017,MOBILE
TXN00000236,CUST000045,2025-04-26 15:09:17,PROD0034,104.52,STORE004,CASH
TXN00000237,CUST000045,2025-02-09 08:00:49,PROD0024,365.56,STORE008,DEBIT
TXN00000238,CUST000046,2024-12-17 07:28:37,PROD0059,84.33,STORE004,CASH
TXN00000239,CUST000046,2024-09-09 22:49:52,PROD0007,221.5,STORE017,CREDIT
TXN00000240,CUST000046,2024-12-23 02:01:00,PROD0001,306.23,STORE004,CREDIT
TXN00000241,CUST000047,2024-10-10 18:58:14,PROD0047,347.11,STORE011,MOBILE
TXN00000242,CUST000047,2024-07-12 08:11:48,PROD0035,48.55,STORE001,MOBILE
TXN00000243,CUST000047,2024-07-07 21:28:07,PROD0001,13.74,STORE010,CASH
TXN00000244,CUST000048,2024-06-17 17:05:47,PROD0056,166.11,STORE003,MOBILE
TXN00000245,CUST000049,2025-01-14 09:10:03,PROD0056,436.13,STORE014,CREDIT
TXN00000246,CUST000049,2024-09-23 16:35:41,PROD0063,247.47,STORE006,CREDIT
TXN00000247,CUST000049,2025-05-05 08:52:38,PROD0004,438.94,STORE002,DEBIT
TXN00000248,CUST000049,2025-04-09 04:33:22,PROD0010,388.48,STORE019,MOBILE
TXN00000249,CUST000049,2024-08-21 14:14:26,PROD0031,332.34,STORE011,DEBIT
TXN00000250,CUST000049,2024-06-15 19:55:49,PROD0009,185.85,STORE018,CASH
TXN00000251,CUST000049,2025-03-09 13:04:08,PROD0059,389.52,STORE009,CREDIT
TXN00000252,CUST000049,2025-03-15 18:48:13,PROD0020,300.1,STORE018,MOBILE
TXN00000253,CUST000049,2024-09-21 08:03:41,PROD0080,146.28,STORE007,MOBILE
TXN00000254,CUST000050,2025-02-12 01:02:19,PROD0086,390.5,STORE008,CASH
TXN00000255,CUST000050,2025-04-17 06:42:10,PROD0036,427.14,STORE005,DEBIT
TXN00000256,CUST000050,2024-10-19 15:22:20,PROD0078,248.48,STORE020,DEBIT
TXN00000257,CUST000050,2024-10-18 09:26:22,PROD0083,338.51,STORE010,CREDIT
TXN00000258,CUST000050,2024-12-21 01:21:04,PROD0021,101.1,STORE006,DEBIT
TXN00000259,CUST000050,2025-03-14 05:31:38,PROD0059,272.58,STORE018,MOBILE
TXN00000260,CUST000050,2025-01-21 10:13:41,PROD0088,20.53,STORE009,MOBILE
TXN00000261,CUST000050,2025-05-05 07:27:08,PROD0008,230.14,STORE015,MOBILE
TXN00000262,CUST000050,2024-07-01 04:08:49,PROD0048,124.95,STORE020,MOBILE
TXN00000263,CUST000051,2024-06-13 08:34:57,PROD0060,483.29,STORE004,CREDIT
TXN00000264,CUST000051,2024-06-22 17:01:12,PROD0021,71.19,STORE006,CREDIT
TXN00000265,CUST000051,2025-04-17 22:46:55,PROD0058,234.27,STORE017,DEBIT
TXN00000266,CUST000051,2024-08-26 07:20:28,PROD0070,231.91,STORE019,MOBILE
TXN00000267,CUST000051,2024-06-05 13:34:28,PROD0082,345.17,STORE003,CREDIT
TXN00000268,CUST000051,2024-07-03 16:50:14,PROD0072,94.52,STORE008,MOBILE
TXN00000269,CUST000051,2024-05-17 19:30:35,PROD0049,396.97,STORE001,CASH
TXN00000270,CUST000051,2024-11-20 03:28:58,PROD0083,123.54,STORE003,CREDIT
TXN00000271,CUST000051,2024-12-27 15:05:25,PROD0049,287.57,STORE005,DEBIT
TXN00000272,CUST000052,2024-08-21 09:43:57,PROD0052,88.23,STORE017,MOBILE
TXN00000273,CUST000052,2024-05-16 19:14:57,PROD0074,252.95,STORE012,CREDIT
TXN00000274,CUST000052,2024-05-23 15:27:04,PROD0015,58.7,STORE007,DEBIT
TXN00000275,CUST000052,2025-01-15 22:08:09,PROD0017,437.75,STORE005,DEBIT
TXN00000276,CUST000052,2024-05-10 03:08:22,PROD0015,484.12,STORE017,CREDIT
TXN00000277,CUST000052,2024-08-04 19:55:07,PROD0057,301.8,STORE001,CREDIT
TXN00000278,CUST000052,2024-10-20 09:38:16,PROD0078,249.04,STORE017,MOBILE
TXN00000279,CUST000053,2024-10-06 20:08:27,PROD0096,113.93,STORE017,MOBILE
TXN00000280,CUST000053,2025-04-14 19:20:43,PROD0069,236.77,STORE012,CREDIT
TXN00000281,CUST000054,2025-04-15 03:03:47,PROD0028,202.27,STORE012,MOBILE
TXN00000282,CUST000055,2024-11-08 18:43:01,PROD0036,345.63,STORE010,CASH
TXN00000283,CUST000055,2024-12-19 22:22:06,PROD0073,386.67,STORE001,DEBIT
TXN00000284,CUST000055,2024-09-17 02:15:34,PROD0087,118.75,STORE003,CASH
TXN00000285,CUST000055,2024-12-30 09:39:50,PROD0015,20.83,STORE020,CREDIT
TXN00000286,CUST000055,2024-05-30 09:52:40,PROD0015,449.56,STORE005,CREDIT
TXN00000287,CUST000055,2024-07-17 08:10:43,PROD0034,58.3,STORE005,CREDIT
TXN00000288,CUST000056,2025-03-06 20:40:09,PROD0095,154.16,STORE007,DEBIT
TXN00000289,CUST000056,2024-10-24 01:44:45,PROD0049,88.12,STORE012,CREDIT
TXN00000290,CUST000056,2024-11-06 00:15:16,PROD0013,135.19,STORE006,DEBIT
TXN00000291,CUST000056,2025-03-09 15:18:51,PROD0042,304.08,STORE016,MOBILE
TXN00000292,CUST000056,2025-01-02 21:17:52,PROD0032,137.95,STORE008,CREDIT
TXN00000293,CUST000056,2024-07-11 02:44:27,PROD0025,365.59,STORE008,DEBIT
TXN00000294,CUST000056,2024-10-26 15:58:46,PROD0006,123.06,STORE015,DEBIT
TXN00000295,CUST000056,2025-03-17 18:56:30,PROD0030,131.44,STORE003,MOBILE
TXN00000296,CUST000057,2024-09-14 10:25:55,PROD0062,75.55,STORE018,CREDIT
TXN00000297,CUST000057,2025-04-22 06:12:54,PROD0033,480.89,STORE006,CREDIT
TXN00000298,CUST000057,2024-07-19 14:54:51,PROD0089,445.64,STORE018,CREDIT
